Inventory_ID,Date,Business_Type,Food_Category,Purchase_Quantity,Units_Sold,Remaining_Stock,Shelf_Life_Days,Storage_Temperature,Daily_Demand,Promotion,Weather,Waste_Quantity,Waste_Reason,Donation_Made,Waste_Level
INV003083,2025-05-19,Cloud Kitchen,Vegetables,111,75,36,6.0,5.8,75.0,No,Rainy,5,Overproduction,No,Medium
INV003084,2025-05-19,Supermarket,Vegetables,186,176,10,,8.2,176.0,No,Sunny,1,Storage Issue,No,Low
INV003085,2025-05-19,Restaurant,Vegetables,76,76,0,7.0,11.1,92.0,No,Hot,0,No Waste,No,Low
INV003086,2025-05-19,Supermarket,Meat,179,163,16,6.0,5.6,163.0,No,Sunny,1,Storage Issue,No,Low
INV003087,2025-05-19,Supermarket,Prepared Food,161,158,3,1.0,18.8,158.0,No,Sunny,1,Expired,,Low
INV003088,2025-05-19,Restaurant,Fruits,126,98,28,6.0,7.0,98.0,No,Sunny,3,Low Demand,No,Medium
INV003089,2025-05-19,Restaurant,Bakery,108,77,31,5.0,21.4,77.0,Yes,Rainy,3,Overproduction,No,Medium
INV003090,2025-05-19,Restaurant,Fruits,96,69,27,4.0,7.1,69.0,No,Cloudy,4,Low Demand,No,Medium
INV003091,2025-05-19,Restaurant,Dairy,90,85,5,6.0,0.7,85.0,No,Cloudy,1,Low Demand,No,Low
INV003092,2025-05-20,Supermarket,Vegetables,139,139,0,4.0,6.9,156.0,No,Hot,0,No Waste,No,Low
INV003093,2025-05-20,Supermarket,Dairy,237,157,80,6.0,2.7,157.0,No,Sunny,9,Overproduction,,Medium
INV003094,2025-05-20,Cafeteria,Meat,67,67,0,1.0,-0.6,69.0,No,Sunny,0,No Waste,No,Low
INV003095,2025-05-20,Cafeteria,Prepared Food,61,61,0,2.0,20.8,70.0,No,Hot,0,No Waste,No,Low
INV003096,2025-05-20,Supermarket,Fruits,178,166,12,4.0,7.2,166.0,No,Sunny,2,Expired,No,Low
INV003097,2025-05-20,Cloud Kitchen,Bakery,86,86,0,,21.4,166.0,Yes,Cloudy,0,No Waste,No,Low
INV003098,2025-05-20,Supermarket,Dairy,213,150,63,11.0,6.6,150.0,Yes,Rainy,13,Overproduction,Yes,Medium
INV003099,2025-05-20,Cloud Kitchen,Vegetables,156,152,4,5.0,7.0,152.0,Yes,Hot,0,No Waste,No,Low
INV003100,2025-05-20,Cloud Kitchen,Bakery,92,77,15,5.0,22.5,77.0,No,Cloudy,1,Low Demand,No,Low
INV003101,2025-05-20,Cloud Kitchen,Vegetables,126,85,41,8.0,2.9,85.0,No,,6,Overproduction,No,Medium
INV003102,2025-05-20,Restaurant,Meat,66,66,0,3.0,3.2,92.0,No,Sunny,0,No Waste,No,Low
INV003103,2025-05-20,Supermarket,Meat,199,182,17,2.0,4.9,182.0,No,Hot,5,Expired,No,Medium
INV003104,2025-05-20,Cloud Kitchen,Meat,86,86,0,6.0,,117.0,No,Sunny,0,No Waste,No,Low
INV003105,2025-05-20,Restaurant,Vegetables,77,77,0,3.0,7.7,95.0,No,Sunny,0,No Waste,No,Low
INV003106,2025-05-20,Cafeteria,Prepared Food,85,53,32,1.0,18.1,53.0,No,Cloudy,14,Overproduction,No,High
INV003107,2025-05-20,Cafeteria,Fruits,59,52,7,6.0,4.8,52.0,No,Cloudy,1,Low Demand,Yes,Low
INV003108,2025-05-20,Supermarket,Fruits,136,99,37,3.0,12.0,99.0,No,Sunny,10,Overproduction,No,Medium
INV003109,2025-05-20,Cafeteria,Fruits,57,57,0,8.0,12.1,59.0,No,Hot,0,No Waste,No,Low
INV003110,2025-05-21,Supermarket,Meat,174,134,40,2.0,-2.1,134.0,No,Sunny,11,Expired,No,Medium
INV003111,2025-05-21,Supermarket,Fruits,142,142,0,7.0,9.0,168.0,No,Sunny,0,No Waste,No,Low
INV003112,2025-05-21,Restaurant,Prepared Food,89,76,13,1.0,15.4,76.0,No,Sunny,5,Expired,No,Medium
INV003113,2025-05-21,Supermarket,Meat,191,191,0,2.0,-0.6,229.0,Yes,Cloudy,0,No Waste,No,Low
INV003114,2025-05-21,Cloud Kitchen,Prepared Food,106,106,0,1.0,20.5,147.0,Yes,Cloudy,0,No Waste,No,Low
INV003115,2025-05-21,Cafeteria,Dairy,70,54,16,,1.5,54.0,No,Cloudy,2,Low Demand,No,Medium
INV003116,2025-05-21,Cafeteria,Bakery,100,81,19,3.0,,81.0,Yes,Hot,4,Storage Issue,Yes,Medium
INV003117,2025-05-21,Cloud Kitchen,Meat,113,112,1,2.0,5.1,112.0,No,Cloudy,0,No Waste,No,Low
INV003118,2025-05-21,Restaurant,Meat,66,66,0,2.0,3.6,104.0,No,Sunny,0,No Waste,No,Low
INV003119,2025-05-21,Cafeteria,Bakery,68,62,6,3.0,26.7,62.0,No,Cloudy,1,Low Demand,No,Low
INV003120,2025-05-21,Restaurant,Vegetables,74,74,0,6.0,8.9,98.0,No,Hot,0,No Waste,No,Low
INV003121,2025-05-21,Restaurant,Fruits,101,99,2,4.0,4.5,99.0,No,Hot,0,No Waste,No,Low
INV003122,2025-05-21,Cafeteria,Vegetables,89,89,0,7.0,6.2,92.0,Yes,Sunny,0,No Waste,No,Low
INV003123,2025-05-21,Supermarket,Meat,131,99,32,6.0,-1.6,99.0,No,Rainy,4,Overproduction,No,Medium
INV003124,2025-05-21,Supermarket,Bakery,159,145,14,2.0,25.4,145.0,No,Cloudy,4,Storage Issue,No,Medium
INV003125,2025-05-21,Cloud Kitchen,Prepared Food,82,64,18,2.0,22.4,64.0,No,Rainy,5,Low Demand,Yes,Medium
INV003126,2025-05-21,Restaurant,Meat,85,69,16,5.0,2.2,69.0,No,Sunny,3,Expired,No,Medium
INV003127,2025-05-21,Restaurant,Dairy,64,52,12,8.0,6.2,52.0,No,Rainy,2,Low Demand,No,Medium
INV003128,2025-05-21,Restaurant,Prepared Food,113,88,25,3.0,10.6,88.0,No,Sunny,6,Overproduction,No,Medium
INV003129,2025-05-21,Supermarket,Fruits,136,136,0,4.0,2.3,181.0,No,Cloudy,0,No Waste,No,Low
INV003130,2025-05-21,Restaurant,Prepared Food,138,87,51,2.0,22.6,87.0,No,Hot,15,Overproduction,,High
INV003131,2025-05-21,Cafeteria,Dairy,63,63,0,9.0,2.1,65.0,No,Hot,0,No Waste,No,Low
INV003132,2025-05-21,Cafeteria,Fruits,59,59,0,6.0,9.1,59.0,No,Sunny,0,No Waste,No,Low
INV003133,2025-05-21,Restaurant,Meat,94,91,3,5.0,3.1,,No,Hot,0,No Waste,No,Low
INV003134,2025-05-22,Cloud Kitchen,Vegetables,141,141,0,6.0,11.1,145.0,Yes,Cloudy,0,No Waste,No,Low
INV003135,2025-05-22,Restaurant,Vegetables,74,74,0,5.0,8.5,93.0,No,Cloudy,0,No Waste,No,Low
INV003136,2025-05-22,Cloud Kitchen,Dairy,102,75,27,2.0,1.5,75.0,No,Cloudy,6,Expired,No,Medium
INV003137,2025-05-22,Cloud Kitchen,Prepared Food,420,85,335,1.0,25.5,85.0,Yes,Rainy,185,Overproduction,No,High
INV003138,2025-05-22,Supermarket,Prepared Food,190,162,28,2.0,19.7,162.0,No,Sunny,6,Expired,No,Medium
INV003139,2025-05-22,Cafeteria,Prepared Food,39,39,0,1.0,15.9,80.0,No,Sunny,0,No Waste,No,Low
INV003140,2025-05-22,Cafeteria,Bakery,60,57,3,3.0,22.8,57.0,No,,0,No Waste,No,Low
INV003141,2025-05-22,Supermarket,Meat,147,147,0,5.0,-1.0,192.0,No,Sunny,0,No Waste,No,Low
INV003142,2025-05-22,Cafeteria,Prepared Food,79,43,36,1.0,16.7,43.0,No,Sunny,12,Expired,No,High
INV003143,2025-05-22,Supermarket,Fruits,185,159,26,6.0,7.6,159.0,No,Hot,2,Expired,No,Low
INV003144,2025-05-22,Restaurant,Fruits,86,86,0,7.0,8.3,94.0,No,Sunny,0,No Waste,No,Low
INV003145,2025-05-22,Restaurant,Prepared Food,93,93,0,1.0,23.8,107.0,No,Sunny,0,No Waste,No,Low
INV003146,2025-05-22,Restaurant,Meat,103,86,17,5.0,0.7,86.0,No,Sunny,1,Low Demand,No,Low
INV003147,2025-05-22,Restaurant,Dairy,155,68,87,4.0,2.1,68.0,Yes,Rainy,30,Overproduction,Yes,High
INV003148,2025-05-22,Cloud Kitchen,Fruits,150,64,86,1.0,8.7,64.0,No,Rainy,41,Overproduction,Yes,High
INV003149,2025-05-22,Restaurant,Dairy,110,83,27,9.0,3.5,83.0,No,Hot,3,Low Demand,No,Medium
INV003150,2025-05-22,Supermarket,Bakery,166,160,6,3.0,27.1,160.0,No,Sunny,2,Expired,No,Low
INV003151,2025-05-22,Cafeteria,Meat,49,49,0,8.0,-1.4,58.0,No,Cloudy,0,No Waste,No,Low
INV003152,2025-05-22,Restaurant,Dairy,127,105,22,,6.8,105.0,Yes,Cloudy,4,Storage Issue,No,Medium
INV003153,2025-05-22,Supermarket,Vegetables,131,131,0,6.0,3.3,156.0,No,Hot,0,No Waste,No,Low
INV003154,2025-05-22,Cloud Kitchen,Prepared Food,102,91,11,1.0,21.9,91.0,No,Sunny,4,Expired,No,Medium
INV003155,2025-05-22,Cloud Kitchen,Prepared Food,97,97,0,2.0,21.0,117.0,No,Hot,0,No Waste,No,Low
INV003156,2025-05-22,Restaurant,Bakery,86,83,3,5.0,26.7,83.0,No,Cloudy,0,No Waste,No,Low
INV003157,2025-05-22,Restaurant,Meat,72,72,0,4.0,0.3,91.0,No,Hot,0,No Waste,No,Low
INV003158,2025-05-23,Cloud Kitchen,Prepared Food,151,106,45,2.0,14.2,106.0,No,Sunny,11,Expired,No,Medium
INV003159,2025-05-23,Restaurant,Prepared Food,80,69,11,2.0,18.3,69.0,No,Sunny,2,Expired,No,Medium
INV003160,2025-05-23,Supermarket,Vegetables,163,152,11,8.0,6.2,,No,Sunny,0,No Waste,No,Low
INV003161,2025-05-23,Supermarket,Fruits,161,161,0,5.0,9.1,169.0,No,Cloudy,0,No Waste,No,Low
INV003162,2025-05-23,Restaurant,Fruits,83,83,0,6.0,4.0,84.0,No,Hot,0,No Waste,No,Low
INV003163,2025-05-23,Supermarket,Fruits,200,148,52,4.0,9.4,148.0,No,Rainy,8,Expired,No,Medium
INV003164,2025-05-23,Cloud Kitchen,Dairy,94,94,0,7.0,8.0,125.0,No,Hot,0,No Waste,No,Low
INV003165,2025-05-23,Supermarket,Bakery,150,150,0,3.0,23.3,173.0,No,Cloudy,0,No Waste,No,Low
INV003166,2025-05-23,Restaurant,Dairy,90,81,9,9.0,4.5,81.0,No,Hot,0,No Waste,No,Low
INV003167,2025-05-23,Restaurant,Dairy,81,81,0,9.0,6.7,92.0,No,Sunny,0,No Waste,No,Low
INV003168,2025-05-23,Cloud Kitchen,Vegetables,100,74,26,6.0,4.1,74.0,No,Rainy,4,Low Demand,No,Medium
INV003169,2025-05-23,Cafeteria,Meat,70,70,0,5.0,-0.2,74.0,No,Hot,0,No Waste,No,Low
INV003170,2025-05-23,Supermarket,Fruits,201,148,53,7.0,10.8,148.0,Yes,Rainy,9,Overproduction,No,Medium
INV003171,2025-05-23,Cafeteria,Meat,55,36,19,2.0,0.2,36.0,No,Rainy,7,Low Demand,,High
INV003172,2025-05-23,Cloud Kitchen,Bakery,113,113,0,4.0,20.1,114.0,No,Sunny,0,No Waste,No,Low
INV003173,2025-05-23,Supermarket,Bakery,135,135,0,3.0,24.5,157.0,No,Sunny,0,No Waste,No,Low
INV003174,2025-05-23,Restaurant,Dairy,103,58,45,12.0,4.0,58.0,No,Rainy,7,Overproduction,Yes,Medium
INV003175,2025-05-23,Restaurant,Bakery,77,57,20,4.0,30.6,57.0,No,Rainy,7,Storage Issue,No,High
INV003176,2025-05-23,Supermarket,Dairy,172,132,40,8.0,4.6,132.0,No,Cloudy,6,Overproduction,No,Medium
INV003177,2025-05-23,Restaurant,Dairy,53,53,0,8.0,2.5,97.0,No,Sunny,0,No Waste,No,Low
INV003178,2025-05-23,Restaurant,Dairy,115,115,0,8.0,4.4,132.0,Yes,,0,No Waste,,Low
INV003179,2025-05-23,Restaurant,Meat,115,53,62,5.0,2.4,53.0,No,Rainy,16,Overproduction,Yes,High
INV003180,2025-05-23,Supermarket,Meat,133,133,0,3.0,6.1,201.0,No,Sunny,0,No Waste,No,Low
INV003181,2025-05-23,Cafeteria,Meat,55,55,0,1.0,1.5,58.0,No,Sunny,0,No Waste,No,Low
INV003182,2025-05-23,Cafeteria,Meat,66,55,11,5.0,0.3,55.0,No,Sunny,1,Low Demand,No,Low
INV003183,2025-05-24,Restaurant,Fruits,102,57,45,3.0,2.7,57.0,No,Rainy,14,Overproduction,No,High
INV003184,2025-05-24,Restaurant,Meat,79,79,0,2.0,-1.2,87.0,No,Cloudy,0,No Waste,No,Low
INV003185,2025-05-24,Restaurant,Fruits,115,83,32,6.0,8.5,83.0,No,Hot,4,Overproduction,No,Medium
INV003186,2025-05-24,Restaurant,Meat,115,84,31,7.0,3.5,84.0,Yes,Sunny,8,Overproduction,No,Medium
INV003187,2025-05-24,Supermarket,Meat,216,112,104,9.0,1.4,112.0,No,Rainy,21,Overproduction,Yes,High
INV003188,2025-05-24,Restaurant,Dairy,73,73,0,3.0,2.5,76.0,No,Sunny,0,No Waste,No,Low
INV003189,2025-05-24,Restaurant,Prepared Food,96,73,23,2.0,16.4,73.0,No,Cloudy,5,Expired,No,Medium
INV003190,2025-05-24,Supermarket,Meat,210,170,40,4.0,2.9,170.0,No,Hot,9,Expired,No,Medium
INV003191,2025-05-24,Restaurant,Fruits,90,90,0,9.0,9.7,118.0,Yes,Hot,0,No Waste,No,Low
INV003192,2025-05-24,Cafeteria,Dairy,72,42,30,7.0,5.2,42.0,No,Rainy,9,Overproduction,No,High
INV003193,2025-05-24,Cafeteria,Prepared Food,76,76,0,1.0,25.7,86.0,Yes,Sunny,0,No Waste,No,Low
INV003194,2025-05-24,Restaurant,Dairy,76,65,11,4.0,2.6,65.0,No,Cloudy,1,Low Demand,No,Low
INV003195,2025-05-24,Cloud Kitchen,Dairy,130,130,0,4.0,2.9,131.0,Yes,Cloudy,0,No Waste,No,Low
INV003196,2025-05-24,Cafeteria,Bakery,73,36,37,2.0,25.4,36.0,No,Rainy,12,Overproduction,Yes,High
INV003197,2025-05-24,Cloud Kitchen,Fruits,137,128,9,8.0,6.4,128.0,Yes,Cloudy,1,Expired,No,Low
INV003198,2025-05-24,Cafeteria,Bakery,62,62,0,2.0,21.6,63.0,No,Cloudy,0,No Waste,No,Low
INV003199,2025-05-24,Restaurant,Dairy,87,87,0,6.0,2.7,136.0,Yes,Hot,0,No Waste,No,Low
INV003200,2025-05-24,Cloud Kitchen,Bakery,104,102,2,3.0,22.2,102.0,No,Sunny,0,No Waste,No,Low
INV003201,2025-05-24,Restaurant,Dairy,77,77,0,6.0,5.2,95.0,No,Hot,0,No Waste,No,Low
INV003202,2025-05-24,Cloud Kitchen,Bakery,121,121,0,2.0,21.2,157.0,Yes,Sunny,0,No Waste,No,Low
INV003203,2025-05-24,Restaurant,Dairy,78,78,0,8.0,0.0,94.0,No,Sunny,0,No Waste,No,Low
INV003204,2025-05-24,Restaurant,Prepared Food,109,50,59,1.0,17.3,50.0,No,Rainy,25,Overproduction,Yes,High
INV003205,2025-05-24,Cafeteria,Dairy,68,56,12,11.0,2.9,56.0,No,Cloudy,1,Low Demand,No,Low
INV003206,2025-05-24,Supermarket,Vegetables,211,157,54,8.0,7.7,157.0,No,Cloudy,9,Low Demand,No,Medium
INV003207,2025-05-24,Restaurant,Bakery,129,66,63,5.0,27.0,66.0,Yes,Rainy,24,Overproduction,Yes,High
INV003208,2025-05-24,Cloud Kitchen,Vegetables,106,106,0,7.0,7.5,150.0,Yes,Hot,0,No Waste,No,Low
INV003209,2025-05-24,Restaurant,Bakery,76,63,13,3.0,27.7,63.0,No,Rainy,3,Storage Issue,No,Medium
INV003210,2025-05-25,Cloud Kitchen,Meat,99,99,0,6.0,3.2,114.0,No,Sunny,0,No Waste,No,Low
INV003211,2025-05-25,Restaurant,Vegetables,90,90,0,6.0,6.8,132.0,No,Hot,0,No Waste,No,Low
INV003212,2025-05-25,Supermarket,Bakery,138,138,0,3.0,,139.0,No,Sunny,0,No Waste,No,Low
INV003213,2025-05-25,Cloud Kitchen,Vegetables,95,91,4,5.0,12.2,91.0,No,Rainy,1,Storage Issue,No,Low
INV003214,2025-05-25,Restaurant,Fruits,164,106,58,5.0,3.3,106.0,Yes,Cloudy,12,Overproduction,No,Medium
INV003215,2025-05-25,Cloud Kitchen,Vegetables,98,85,13,4.0,4.2,85.0,No,Sunny,1,Expired,No,Low
INV003216,2025-05-25,Cafeteria,Prepared Food,74,50,24,2.0,23.5,50.0,No,Hot,8,Low Demand,No,High
INV003217,2025-05-25,Restaurant,Vegetables,101,57,44,8.0,4.1,57.0,No,Rainy,7,Overproduction,Yes,Medium
INV003218,2025-05-25,Restaurant,Fruits,78,54,24,3.0,7.5,54.0,No,Rainy,6,Low Demand,No,Medium
INV003219,2025-05-25,Cafeteria,Meat,46,46,0,6.0,0.6,47.0,No,Rainy,0,No Waste,No,Low
INV003220,2025-05-25,Supermarket,Prepared Food,186,140,46,2.0,18.2,140.0,No,,14,Expired,No,Medium
INV003221,2025-05-25,Restaurant,Fruits,97,93,4,4.0,8.3,93.0,No,Cloudy,0,No Waste,No,Low
INV003222,2025-05-25,Restaurant,Meat,75,75,0,6.0,1.8,125.0,Yes,Hot,0,No Waste,,Low
INV003223,2025-05-25,Cloud Kitchen,Prepared Food,91,75,16,1.0,13.4,75.0,No,Rainy,5,Expired,No,Medium
INV003224,2025-05-25,Cloud Kitchen,Bakery,124,109,15,4.0,20.2,109.0,Yes,Sunny,2,Expired,No,Low
INV003225,2025-05-25,Cafeteria,Bakery,53,35,18,4.0,23.7,35.0,No,Rainy,5,Low Demand,No,High
INV003226,2025-05-25,Cloud Kitchen,Meat,113,105,8,3.0,1.2,105.0,No,Rainy,2,Expired,No,Low
INV003227,2025-05-25,Supermarket,Prepared Food,159,96,63,1.0,18.5,96.0,No,Rainy,28,Overproduction,Yes,High
INV003228,2025-05-25,Cloud Kitchen,Dairy,75,75,0,3.0,2.0,105.0,No,Cloudy,0,No Waste,No,Low
INV003229,2025-05-25,Cafeteria,Dairy,79,79,0,,4.6,79.0,Yes,Sunny,0,No Waste,No,Low
INV003230,2025-05-25,Cloud Kitchen,Meat,133,119,14,1.0,3.9,119.0,Yes,Rainy,5,Expired,No,Medium
INV003231,2025-05-25,Restaurant,Dairy,92,92,0,6.0,2.7,94.0,No,Sunny,0,No Waste,No,Low
INV003232,2025-05-25,Cafeteria,Prepared Food,70,70,0,2.0,20.6,83.0,Yes,Sunny,0,No Waste,No,Low
INV003233,2025-05-25,Supermarket,Vegetables,181,134,47,5.0,7.2,134.0,No,Cloudy,12,Overproduction,Yes,High
INV003234,2025-05-25,Restaurant,Vegetables,95,76,19,6.0,12.8,76.0,No,Cloudy,5,Storage Issue,No,Medium
INV003235,2025-05-25,Cafeteria,Vegetables,54,39,15,4.0,,39.0,No,Rainy,2,Low Demand,No,Medium
INV003236,2025-05-25,Restaurant,Prepared Food,75,75,0,3.0,18.8,97.0,No,Cloudy,0,No Waste,No,Low
INV003237,2025-05-26,Supermarket,Dairy,133,133,0,,1.8,150.0,No,Sunny,0,No Waste,No,Low
INV003238,2025-05-26,Restaurant,Vegetables,90,74,16,4.0,10.4,74.0,No,Cloudy,3,Storage Issue,Yes,Medium
INV003239,2025-05-26,Cafeteria,Meat,57,43,14,4.0,-0.8,43.0,No,Rainy,2,Low Demand,No,Medium
INV003240,2025-05-26,Supermarket,Meat,165,137,28,1.0,3.1,137.0,No,Sunny,11,Expired,No,Medium
INV003241,2025-05-26,Restaurant,Vegetables,100,62,38,5.0,9.2,62.0,No,Cloudy,8,Overproduction,No,Medium
INV003242,2025-05-26,Cloud Kitchen,Prepared Food,124,88,36,2.0,19.4,88.0,Yes,Rainy,9,Overproduction,No,Medium
INV003243,2025-05-26,Supermarket,Bakery,158,147,11,3.0,15.9,147.0,No,Sunny,1,Expired,No,Low
INV003244,2025-05-26,Supermarket,Prepared Food,179,179,0,2.0,15.2,184.0,No,Cloudy,0,No Waste,No,Low
INV003245,2025-05-26,Cloud Kitchen,Fruits,123,123,0,5.0,8.9,147.0,Yes,Cloudy,0,No Waste,No,Low
INV003246,2025-05-26,Supermarket,Bakery,158,158,0,3.0,19.4,169.0,No,Sunny,0,No Waste,No,Low
INV003247,2025-05-26,Restaurant,Prepared Food,91,86,5,1.0,26.1,86.0,No,Hot,2,Expired,No,Medium
INV003248,2025-05-26,Cloud Kitchen,Fruits,97,97,0,6.0,13.8,154.0,Yes,Hot,0,No Waste,No,Low
INV003249,2025-05-26,Cloud Kitchen,Bakery,143,96,47,3.0,22.0,96.0,No,Cloudy,13,Overproduction,No,High
INV003250,2025-05-26,Restaurant,Bakery,58,58,0,3.0,,68.0,No,Rainy,0,No Waste,No,Low
INV003251,2025-05-26,Restaurant,Dairy,72,65,7,7.0,2.9,65.0,No,Sunny,1,Low Demand,No,Low
INV003252,2025-05-26,Cafeteria,Bakery,77,32,45,4.0,18.5,32.0,No,Rainy,11,Overproduction,No,High
INV003253,2025-05-26,Restaurant,Dairy,86,65,21,6.0,4.4,65.0,No,Rainy,3,Overproduction,,Medium
INV003254,2025-05-26,Cafeteria,Meat,83,71,12,5.0,5.6,,Yes,Cloudy,3,Low Demand,,Medium
INV003255,2025-05-26,Supermarket,Prepared Food,124,124,0,1.0,19.9,180.0,No,Sunny,0,No Waste,No,Low
INV003256,2025-05-26,Cafeteria,Vegetables,45,45,0,7.0,7.8,66.0,No,Sunny,0,No Waste,No,Low
INV003257,2025-05-26,Restaurant,Fruits,83,81,2,6.0,7.8,81.0,Yes,Rainy,0,No Waste,No,Low
INV003258,2025-05-26,Supermarket,Meat,161,132,29,2.0,4.9,132.0,No,Cloudy,9,Expired,No,Medium
INV003259,2025-05-27,Cloud Kitchen,Prepared Food,113,113,0,2.0,16.5,115.0,No,Hot,0,No Waste,No,Low
INV003260,2025-05-27,Supermarket,Fruits,181,181,0,2.0,11.6,244.0,Yes,Sunny,0,No Waste,No,Low
INV003261,2025-05-27,Cloud Kitchen,Bakery,83,83,0,1.0,13.2,88.0,No,Hot,0,No Waste,No,Low
INV003262,2025-05-27,Supermarket,Dairy,171,140,31,3.0,2.8,140.0,Yes,Rainy,5,Expired,No,Medium
INV003263,2025-05-27,Cloud Kitchen,Bakery,90,90,0,1.0,25.5,106.0,No,Sunny,0,No Waste,No,Low
INV003264,2025-05-27,Cloud Kitchen,Fruits,121,79,42,4.0,5.4,79.0,No,Sunny,9,Overproduction,Yes,Medium
INV003265,2025-05-27,Restaurant,Meat,92,83,9,3.0,2.3,83.0,No,Sunny,1,Low Demand,No,Low
INV003266,2025-05-27,Cloud Kitchen,Prepared Food,92,84,8,1.0,28.2,84.0,No,Cloudy,4,Storage Issue,No,Medium
INV003267,2025-05-27,Supermarket,Prepared Food,215,147,68,2.0,21.5,147.0,No,Sunny,20,Expired,No,High
INV003268,2025-05-27,Cloud Kitchen,Dairy,124,91,33,8.0,5.2,91.0,No,Cloudy,9,Overproduction,No,Medium
INV003269,2025-05-27,Restaurant,Fruits,100,100,0,5.0,7.9,109.0,No,Hot,0,No Waste,No,Low
INV003270,2025-05-27,Cloud Kitchen,Prepared Food,105,105,0,,20.4,117.0,No,Hot,0,No Waste,No,High
INV003271,2025-05-27,Cafeteria,Dairy,89,48,41,9.0,3.6,48.0,Yes,Rainy,8,Overproduction,No,High
INV003272,2025-05-27,Supermarket,Vegetables,200,182,18,4.0,7.4,182.0,No,Hot,2,Expired,No,Low
INV003273,2025-05-27,Cafeteria,Bakery,80,80,0,,24.7,111.0,Yes,Sunny,0,No Waste,No,Low
INV003274,2025-05-27,Restaurant,Bakery,62,61,1,4.0,17.5,61.0,No,Sunny,0,No Waste,No,Low
INV003275,2025-05-27,Cafeteria,Bakery,59,48,11,2.0,22.9,48.0,No,Cloudy,2,Low Demand,No,Medium
INV003276,2025-05-27,Supermarket,Prepared Food,245,158,87,3.0,20.7,158.0,No,Sunny,26,Overproduction,,High
INV003277,2025-05-27,Supermarket,Fruits,158,97,61,6.0,6.5,97.0,No,Rainy,12,Overproduction,No,Medium
INV003278,2025-05-27,Supermarket,Dairy,173,149,24,5.0,3.6,149.0,No,Hot,1,Expired,No,Low
INV003279,2025-05-27,Cafeteria,Prepared Food,81,73,8,2.0,20.2,73.0,No,Sunny,2,Expired,No,Medium
INV003280,2025-05-27,Cloud Kitchen,Vegetables,132,132,0,2.0,-1.4,146.0,Yes,Hot,0,No Waste,No,Low
INV003281,2025-05-28,Supermarket,Prepared Food,162,91,71,2.0,23.7,91.0,No,Rainy,29,Overproduction,Yes,High
INV003282,2025-05-28,Cafeteria,Fruits,84,74,10,4.0,8.6,74.0,Yes,Rainy,2,Low Demand,No,Medium
INV003283,2025-05-28,Restaurant,Dairy,103,103,0,11.0,6.5,112.0,Yes,Sunny,0,No Waste,No,Low
INV003284,2025-05-28,Restaurant,Dairy,115,96,19,8.0,1.0,96.0,No,Hot,2,Low Demand,No,Low
INV003285,2025-05-28,Cloud Kitchen,Dairy,157,82,75,5.0,1.5,82.0,No,Cloudy,21,Overproduction,Yes,High
INV003286,2025-05-28,Supermarket,Dairy,177,169,8,4.0,6.7,169.0,No,Cloudy,2,Expired,No,Low
INV003287,2025-05-28,Supermarket,Meat,200,170,30,4.0,-0.3,170.0,No,Sunny,6,Overproduction,,Medium
INV003288,2025-05-28,Restaurant,Fruits,99,78,21,7.0,9.0,78.0,No,Cloudy,2,Low Demand,Yes,Low
INV003289,2025-05-28,Restaurant,Vegetables,126,81,45,5.0,9.0,81.0,No,Hot,11,Overproduction,No,High
INV003290,2025-05-28,Cafeteria,Vegetables,61,48,13,5.0,3.8,48.0,No,Cloudy,2,Low Demand,,Medium
INV003291,2025-05-28,Supermarket,Vegetables,190,190,0,6.0,10.3,235.0,Yes,Hot,0,No Waste,No,Low
INV003292,2025-05-28,Cafeteria,Fruits,89,38,51,4.0,11.3,38.0,No,Rainy,18,Overproduction,Yes,High
INV003293,2025-05-28,Supermarket,Prepared Food,187,178,9,1.0,24.1,178.0,Yes,Sunny,4,Expired,No,Medium
INV003294,2025-05-28,Supermarket,Vegetables,96,96,0,8.0,4.4,179.0,No,Sunny,0,No Waste,No,Low
INV003295,2025-05-28,Cloud Kitchen,Dairy,109,109,0,9.0,4.5,,Yes,Hot,0,No Waste,No,Low
INV003296,2025-05-28,Cloud Kitchen,Vegetables,110,85,25,9.0,10.7,85.0,No,Rainy,6,Storage Issue,Yes,Medium
INV003297,2025-05-28,Cafeteria,Prepared Food,70,70,0,1.0,18.9,81.0,No,Hot,0,No Waste,No,Medium
INV003298,2025-05-28,Restaurant,Vegetables,83,83,0,9.0,11.3,87.0,No,Sunny,0,No Waste,No,Low
INV003299,2025-05-28,Restaurant,Fruits,131,101,30,5.0,6.3,101.0,Yes,Cloudy,3,Overproduction,No,Medium
INV003300,2025-05-28,Cafeteria,Bakery,55,55,0,2.0,20.4,65.0,No,Cloudy,0,No Waste,No,Low
INV003301,2025-05-28,Restaurant,Prepared Food,72,68,4,1.0,16.7,68.0,No,Cloudy,1,Expired,No,Low
INV003302,2025-05-29,Supermarket,Meat,224,224,0,2.0,5.4,254.0,Yes,Hot,0,No Waste,No,Low
INV003303,2025-05-29,Restaurant,Bakery,100,100,0,3.0,21.8,107.0,Yes,Sunny,0,No Waste,No,Low
INV003304,2025-05-29,Cafeteria,Dairy,49,49,0,6.0,1.4,57.0,No,Rainy,0,No Waste,No,Low
INV003305,2025-05-29,Restaurant,Bakery,67,62,5,3.0,21.9,62.0,No,Rainy,1,Low Demand,No,Low
